"","DOI","Title","trimmed_title","CombinedCites","CombinedAuthors","Year","Source","Publisher","ArticleURL","GSRank","DOI_missing","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"38","10.1177/1948550616675667","Academic success of “tiger cubs” self-control (not IQ) predicts academic growth and explains girls' edge in Taiwan","academic success of tiger cubs selfcontrol not iq ",13,"HY Wu, FYH Kung, HC Chen…",2017,"… and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616675667",86,FALSE,13,2.17,3,4,6,"Studies in the United States have shown that self-control can predict academic performance beyond intelligence quotient (IQ), which also explains why girls (vs. boys) tend to have …","https://www.researchgate.net/profile/Franki-Kung/publication/308673697_Academic_Success_of_Tiger_Cubs_Self-Control_not_IQ_Predicts_Academic_Growth_and_Explains_Girls'_Edge_in_Taiwan/links/5ae33e570f7e9b28594ac4f4/Academic-Success-of-Tiger-Cubs-Self-Control-not-IQ-Predicts-Academic-Growth-and-Explains-Girls-Edge-in-Taiwan.pdf","https://scholar.google.com/scholar?q=related:I8EymR9aUdMJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"39","10.1177/1948550616675668","Experienced adversity in life is associated with polarized and affirmed political attitudes","experienced adversity in life is associated with p",14,"D Randles, SJ Heine, M Poulin…",2017,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616675668",87,FALSE,14,2.33,4,4,6,"Many studies find that when made to feel uncertain, participants respond by affirming importantly held beliefs. However, while theories argue that these effects should persist over …","https://escholarship.org/content/qt7n36p848/qt7n36p848.pdf","https://scholar.google.com/scholar?q=related:GJpYbGwOgEYJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"40","10.1177/1948550616676878","She's not one of us: Group membership moderates the effect of fertility cues on attractiveness ratings","shes not one of us group membership moderates the ",6,"ND Tidwell, PW Eastwick, A Kim",2017,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616676878",96,FALSE,6,1,2,3,6,"The ability to differentiate in-group from out-group members on the basis of symbolic cues may be unique to Homo sapiens. The current research examined whether meaningful cues …","https://oaktrust.library.tamu.edu/bitstream/handle/1969.1/152619/TIDWELL-DISSERTATION-2014.pdf?sequence=1","https://scholar.google.com/scholar?q=related:bGDQ9-imIT8J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"41","10.1177/1948550616676879","Comparisons of daily behavior across 21 countries","comparisons of daily behavior across 21 countries",13,"EN Baranski, G Gardiner, E Guillaume…",2017,"… personality science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616676879",85,FALSE,13,2.17,3,4,6,"While a large body of research has investigated cultural differences in behavior, this typical study assesses a single behavioral outcome, in a single context, compared across two …","https://elar.urfu.ru/bitstream/10995/102127/1/2-s2.0-85018965721.pdf","https://scholar.google.com/scholar?q=related:CtgYGubKLXQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"42","10.1177/1948550616678454","Movin'on up? How perceptions of social mobility affect our willingness to defend the system","movinon up how perceptions of social mobility affe",185,"MV Day, ST Fiske",2017,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616678454",8,FALSE,185,30.83,93,2,6,"People's motivation to rationalize and defend the status quo is a major barrier to societal change. Three studies tested whether perceived social mobility—beliefs about the likelihood …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6371776/","https://scholar.google.com/scholar?q=related:a0BWO8HpUtAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"43","10.1177/1948550616678455","Taking stock of happiness and meaning in everyday life: An experience sampling approach","taking stock of happiness and meaning in everyday ",65,"J Choi, R Catapano, I Choi",2017,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616678455",38,FALSE,65,10.83,22,3,6,"The present study examines momentary experiences of happiness and meaning, two components of well-being, by using an experience sampling method. Participants included …",NA,"https://scholar.google.com/scholar?q=related:myGO0Du0WxQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"44","10.1177/1948550616678456","The political domain appears simpler to the politically extreme than to political moderates","the political domain appears simpler to the politi",77,"J Lammers, A Koch, P Conway…",2017,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616678456",28,FALSE,77,12.83,19,4,6,"How does political preference affect categorization in the political domain? Eight studies demonstrate that people on both ends of the political spectrum—strong Republicans and …","https://www.academia.edu/download/52100074/2016_Lammers_Koch_Conway_Brandt.pdf","https://scholar.google.com/scholar?q=related:yR80EyqrcB4J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"45","10.1177/1948550616679236","Communicating moral motives: The social signaling function of disgust","communicating moral motives the social signaling f",67,"TR Kupfer, R Giner-Sorolla",2017,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616679236",33,FALSE,67,11.17,34,2,6,"Disgust motivates pathogen avoidance, but it is unclear why it is also reported toward moral violations. Previous explanations have focused on identifying the type of violation specific to …","https://kar.kent.ac.uk/59822/1/SPPS.Social%20signal%20author%20final.pdf","https://scholar.google.com/scholar?q=related:7-6TjE20RgQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"46","10.1177/1948550616679237","What's so great about self-control? Examining the importance of effortful self-control and temptation in predicting real-life depletion and goal attainment","whats so great about selfcontrol examining the imp",195,"M Milyavskaya, M Inzlicht",2017,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616679237",6,FALSE,195,32.5,98,2,6,"Self-control is typically viewed as a key ingredient responsible for effective self-regulation and personal goal attainment. This study used experience sampling, daily diary, and …","http://michaelinzlicht.com/s/whats-so-great-about-self-control.pdf","https://scholar.google.com/scholar?q=related:g9Vpu3ibAWEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"47","10.1177/1948550616679238","Gulliver's politics: Conservatives envision potential enemies as readily vanquished and physically small","gullivers politics conservatives envision potentia",21,"C Holbrook, L López-Rodríguez…",2017,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616679238",80,FALSE,21,3.5,7,3,6,"Political conservatives have been widely documented to regard out-group members as hostile, perceive individuals of ambiguous intent as malevolent, and favor aggressive …","https://angelgomezresearch.es/wp-content/uploads/2023/04/Gullivers-Politics-Conservatives-Envision-Potential-Enemies-as-Readily-Vanquished-and-Physically-Small.pdf","https://scholar.google.com/scholar?q=related:jkCsKkSvfogJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"48","10.1177/1948550616681055","Frankly, we do give a damn: The relationship between profanity and honesty","frankly we do give a damn the relationship between",91,"G Feldman, H Lian, M Kosinski…",2017,"… and personality science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616681055",25,FALSE,91,15.17,23,4,6,"There are two conflicting perspectives regarding the relationship between profanity and dishonesty. These two forms of norm-violating behavior share common causes and are often …","https://journals.sagepub.com/doi/full/10.1177/1948550616681055?fbclid=IwAR1hDCxIt15IxuPglJoikel4qUden-m8JMmpsyy1dS10GdJXnHpEYse-wFY&","https://scholar.google.com/scholar?q=related:zlsigoy08zIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"49","10.1177/1948550616683016","Breadwinner bonus and caregiver penalty in workplace rewards for men and women","breadwinner bonus and caregiver penalty in workpla",85,"JB Bear, P Glick",2017,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616683016",27,FALSE,85,14.17,43,2,6,"Two studies examine whether the workplace motherhood penalty and fatherhood bonus are better conceived, respectively, as a caregiver penalty and breadwinner bonus. Participants …",NA,"https://scholar.google.com/scholar?q=related:3EvWAO3WKlkJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"50","10.1177/1948550616683017","What is the implicit gender-science stereotype? Exploring correlations between the gender-science IAT and self-report measures","what is the implicit genderscience stereotype expl",35,"H Zitelny, M Shalom…",2017,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616683017",61,FALSE,35,5.83,12,3,6,"Implicit measures of the gender-science stereotype are often better than explicit measures in predicting relevant outcomes. This finding could reflect a discrepancy between implicit and …","https://drive.google.com/file/d/1MxW3w8hj_JdudW_ignF_6xhXaRSFUiMz/view","https://scholar.google.com/scholar?q=related:eQ1FYBgw01gJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"51","10.1177/1948550616683018","When fair is not equal: Compassion and politeness predict allocations of wealth under different norms of equity and need","when fair is not equal compassion and politeness p",16,"K Zhao, E Ferguson, LD Smillie",2017,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616683018",81,FALSE,16,2.67,5,3,6,"Growing evidence has highlighted the importance of social norms in promoting prosocial behaviors in economic games. Specifically, individual differences in norm adherence …","https://core.ac.uk/download/pdf/162663385.pdf","https://scholar.google.com/scholar?q=related:alUct_yTXXwJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"52","10.1177/1948550616683019","Giving the underdog a leg up: a counternarrative of nonviolent resistance improves sustained third-party support of a disempowered group","giving the underdog a leg up a counternarrative of",19,"E Bruneau, D Lane, M Saleem",2017,"Social psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616683019",73,FALSE,19,3.17,6,3,6,"In the current work, we experimentally examined the effect of exposure to a narrative of nonviolent resistance on third-party attitudes toward and support for a disempowered group …","https://journals.sagepub.com/doi/full/10.1177/1948550616683019","https://scholar.google.com/scholar?q=related:Kn9h72i3fioJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"53","10.1177/1948550616683020","Understanding when parental praise leads to optimal child outcomes: Role of perceived praise accuracy","understanding when parental praise leads to optima",30,"HI Lee, YH Kim, P Kesebir…",2017,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616683020",65,FALSE,30,5,8,4,6,"The current work examined conditions under which parental praise leads to higher academic achievement and better psychological health in schoolchildren. We tested the …","https://centerhealthyminds.org/assets/files-publications/Pelin_UnderstandingWhenParentPraise2016.pdf","https://scholar.google.com/scholar?q=related:Ifq9scq--hUJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
