"","DOI","Title","trimmed_title","CombinedCites","CombinedAuthors","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","DOI_missing","CitationURL","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"34","10.1177/0146167216688204","On the attitudinal consequences of being mindful: Links between mindfulness and attitudinal ambivalence","on the attitudinal consequences of being mindful l",32,"G Haddock, C Foad, ...",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216688204","https://scholar.google.com/scholar?cites=720229916936374827&as_sdt=2005&sciodt=0,5&hl=en",79,FALSE,NA,32,5.33,11,3,6,"A series of studies examined whether mindfulness is associated with the experience of attitudinal ambivalence. Studies 1A and 1B found that mindful individuals expressed greater …","https://ore.exeter.ac.uk/repository/bitstream/handle/10871/26127/PSPB?sequence=1","https://scholar.google.com/scholar?q=related:KwqaI0vF_gkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"35","10.1177/0146167216688205","Cultivating effective social support through abstraction: Reframing social support promotes goal-pursuit","cultivating effective social support through abstr",39,"DS Lee, O Ybarra",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216688205","https://scholar.google.com/scholar?cites=16212467736462100777&as_sdt=2005&sciodt=0,5&hl=en",61,FALSE,NA,39,6.5,20,2,6,"Social support, in theory, should promote individual goal-pursuit. However, a growing number of studies shows that receiving support can undermine goal-pursuit. Addressing this …","https://www.researchgate.net/profile/David-Lee-91/publication/313235389_Cultivating_Effective_Social_Support_Through_Abstraction_Reframing_Social_Support_Promotes_Goal-Pursuit/links/59cd9a950f7e9b225635dcbc/Cultivating-Effective-Social-Support-Through-Abstraction-Reframing-Social-Support-Promotes-Goal-Pursuit.pdf","https://scholar.google.com/scholar?q=related:KQlOTIJB_uAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"36","10.1177/0146167216688211","Being your actual or ideal self? What it means to feel authentic in a relationship","being your actual or ideal self what it means to f",30,"M Gan, S Chen",2017,"Personality and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216688211","https://scholar.google.com/scholar?cites=14047805741284410918&as_sdt=2005&sciodt=0,5&hl=en",80,FALSE,NA,30,5,15,2,6,"Relational authenticity—which refers to subjective feelings of authenticity in a specific relationship—confers well-being; yet little is known about what gives rise to it. The present …",NA,"https://scholar.google.com/scholar?q=related:JkbzquTU88IJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"37","10.1177/0146167216688212","A social recognition approach to autonomy: The role of equality-based respect","a social recognition approach to autonomy the role",51,"D Renger, S Renger, M Miché, ...",2017,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216688212","https://scholar.google.com/scholar?cites=1996330614041802163&as_sdt=2005&sciodt=0,5&hl=en",46,FALSE,NA,51,8.5,13,4,6,"Inspired by philosophical reasoning about the connection between equality and freedom, we examined whether experiences of (equality-based) respect increase perceived …","https://www.researchgate.net/profile/Daniela-Renger-2/publication/313233598_A_Social_Recognition_Approach_to_Autonomy_The_Role_of_Equality-Based_Respect/links/5a7e03beaca272a73765c7e0/A-Social-Recognition-Approach-to-Autonomy-The-Role-of-Equality-Based-Respect.pdf","https://scholar.google.com/scholar?q=related:s_Uy0B1ktBsJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"38","10.1177/0146167216688213","Sage on the stage: Women's representation at an academic conference","sage on the stage womens representation at an acad",54,"CS Johnson, PK Smith, C Wang",2017,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216688213","https://scholar.google.com/scholar?cites=16193278170508222104&as_sdt=2005&sciodt=0,5&hl=en",41,FALSE,NA,54,9,18,3,6,"Who presents at conferences matters. Presenting research benefits speakers, and presenters shape the conclusions audiences draw about who can succeed in a field. This is …","https://escholarship.org/content/qt7rp9f1tt/qt7rp9f1tt.pdf","https://scholar.google.com/scholar?q=related:mN46TrMUuuAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"39","10.1177/0146167216689051","Social identification in sports teams: The role of personal, social, and collective identity motives","social identification in sports teams the role of ",78,"WE Thomas, R Brown, MJ Easterbrook, ...",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216689051","https://scholar.google.com/scholar?cites=1876720143979555538&as_sdt=2005&sciodt=0,5&hl=en",28,FALSE,NA,78,13,20,4,6,"Based on motivated identity construction theory (MICT; Vignoles, 2011), we offer an integrative approach examining the combined roles of six identity motives (self-esteem …","https://core.ac.uk/download/pdf/74226607.pdf","https://scholar.google.com/scholar?q=related:0qq4FAdzCxoJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"40","10.1177/0146167216689052","The process of disengagement from personal goals: Reciprocal influences between the experience of action crisis and appraisals of goal desirability and attainability","the process of disengagement from personal goals r",80,"M Ghassemi, K Bernecker, ...",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216689052","https://scholar.google.com/scholar?cites=16908699726905935098&as_sdt=2005&sciodt=0,5&hl=en",27,FALSE,NA,80,13.33,27,3,6,"To date, it is not well understood how individuals disengage from goals. A recent approach suggests that disengagement is often preceded by an action crisis, a motivational conflict in …",NA,"https://scholar.google.com/scholar?q=related:-gT5w9DEp-oJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"41","10.1177/0146167216689063","The shadows of the past: Effects of historical group trauma on current intergroup conflicts","the shadows of the past effects of historical grou",107,"N Schori-Eyal, Y Klar, S Roccas, ...",2017,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216689063","https://scholar.google.com/scholar?cites=9716680484183729597&as_sdt=2005&sciodt=0,5&hl=en",14,FALSE,NA,107,17.83,27,4,6,"We examined associations between two orientations based on historical group trauma, a form of enduring group victimhood (Perpetual Ingroup Victimhood Orientation [PIVO]) and …","https://nrl.northumbria.ac.uk/id/eprint/30188/1/pre_pub_paper.pdf","https://scholar.google.com/scholar?q=related:veW9T2uV2IYJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"42","10.1177/0146167216689064","Looking backward to move forward: Effects of acknowledgment of victimhood on readiness to compromise for peace in the protracted Israeli–Palestinian conflict","looking backward to move forward effects of acknow",54,"B Hameiri, A Nadler; B Hameri, A Nadler",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216689064","https://scholar.google.com/scholar?cites=10882477159036654936&as_sdt=2005&sciodt=0,5&hl=en",43,FALSE,NA,52,8.67,26,2,6,"Two large-scale surveys conducted in Israel (Study 1A) and the Palestinian Authority (Study 1B) show that the belief by group members that people in the “enemy” group acknowledge …","https://www.academia.edu/download/87253144/014616721668906420220609-1-v8pavh.pdf","https://scholar.google.com/scholar?q=related:WJWufFFTBpcJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"43","10.1177/0146167216689065","When wanting the best goes right or wrong: Distinguishing between adaptive and maladaptive maximization","when wanting the best goes right or wrong distingu",30,"J Hughes, AA Scholer",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216689065","https://scholar.google.com/scholar?cites=12938345004991896398&as_sdt=2005&sciodt=0,5&hl=en",77,FALSE,NA,30,5,15,2,6,"Researchers have often disagreed on how to define maximization, leading to conflicting conclusions about its potential benefits or drawbacks. Drawing from motivation research, we …","https://psyarxiv.com/p9udz/download?format=pdf","https://scholar.google.com/scholar?q=related:Ttv9Uzs8jrMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"44","10.1177/0146167216689066","The dynamics of compensation: When ingroup favoritism paves the way for outgroup praise","the dynamics of compensation when ingroup favoriti",41,"V Yzerbyt, L Cambon",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216689066","https://scholar.google.com/scholar?cites=5683181596191280819&as_sdt=2005&sciodt=0,5&hl=en",54,FALSE,NA,41,6.83,21,2,6,"Compensation research suggests that when people evaluate their own and another group, the search for positive differentiation fuels the emergence of compensatory ratings on the …","http://perso.uclouvain.be/vincent.yzerbyt/Yzerbyt%20&%20Cambon%20PSPB%202017.pdf","https://scholar.google.com/scholar?q=related:s84EC4233k4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"45","10.1177/0146167216689080","It's all about the money (for some): Consequences of financially contingent self-worth","its all about the money for some consequences of f",64,"LE Park, DE Ward, ...",2017,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216689080","https://scholar.google.com/scholar?cites=3605945874330245034&as_sdt=2005&sciodt=0,5&hl=en",35,FALSE,NA,64,10.67,21,3,6,"Financial success is an important goal, yet striving for it is often associated with negative outcomes. One reason for this paradox is that financial pressures may be tied to basing self …","https://selfdeterminationtheory.org/wp-content/uploads/2017/04/2017_Park_etal_PSPB.pdf","https://scholar.google.com/scholar?q=related:qle95qrkCjIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"46","10.1177/0146167217693611","A brief mindfulness exercise promotes the correspondence between the implicit affiliation motive and goal setting","a brief mindfulness exercise promotes the correspo",31,"M Strick, EK Papies",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217693611","https://scholar.google.com/scholar?cites=14121511738448938281&as_sdt=2005&sciodt=0,5&hl=en",69,FALSE,NA,31,5.17,16,2,6,"People often choose to pursue goals that are dissociated from their implicit motives, which jeopardizes their motivation and well-being. We hypothesized that mindfulness may …","https://journals.sagepub.com/doi/pdf/10.1177/0146167217693611","https://scholar.google.com/scholar?q=related:KQXCbRuw-cMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"47","10.1177/0146167217695551","Nothing changes, really: Why women who break through the glass ceiling end up reinforcing it","nothing changes really why women who break through",193,"K Faniko, N Ellemers, B Derks, ...",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217695551","https://scholar.google.com/scholar?cites=4311162818508849900&as_sdt=2005&sciodt=0,5&hl=en",7,FALSE,NA,193,32.17,48,4,6,"Two correlational studies conducted in Switzerland (N= 222) and Albania (N= 156) explained the opposition of female managers to gender quotas by examining the origins and …","https://journals.sagepub.com/doi/full/10.1177/0146167217695551","https://scholar.google.com/scholar?q=related:7IIX7r1T1DsJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"48","10.1177/0146167217695552","Maximization paradox: result of believing in an objective best","maximization paradox result of believing in an obj",28,"M Luan, H Li",2017,"Personality and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217695552","https://scholar.google.com/scholar?cites=2506902976300818560&as_sdt=2005&sciodt=0,5&hl=en",78,FALSE,NA,28,4.67,14,2,6,"The results from four studies provide reliable evidence of how beliefs in an objective best influence the decision process and subjective feelings. A belief in an objective best serves …",NA,"https://scholar.google.com/scholar?q=related:gKDHjPlOyiIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"49","10.1177/0146167217695553","Collective self-determination: How the agent of help promotes pride, well-being, and support for intergroup helping","collective selfdetermination how the agent of help",45,"EF Thomas, CE Amiot, WR Louis, ...",2017,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217695553","https://scholar.google.com/scholar?cites=1990674628975013538&as_sdt=2005&sciodt=0,5&hl=en",48,FALSE,NA,45,7.5,11,4,6,"This research integrates self-determination theory and the social identity approach to investigate the notion of collective (group level) self-determination, and to test how the agent …","https://journals.sagepub.com/doi/pdf/10.1177/0146167217695553","https://scholar.google.com/scholar?q=related:oi5wKwdMoBsJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
