"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL","year"
"33",65,"D Cohen, F Shin, X Liu, P Ondish, ...","Defining social class across time and between groups",2017,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217721174","https://scholar.google.com/scholar?cites=6164750898479153974&as_sdt=2005&sciodt=0,5&hl=en",33,2023-09-25 13:27:02,NA,"10.1177/0146167217721174",NA,NA,NA,NA,NA,NA,65,10.83,13,5,6,"We examined changes over four decades and between ethnic groups in how people define their social class. Changes included the increasing importance of income, decreasing …","https://www.researchgate.net/profile/Peter-Ondish/publication/319012944_Defining_Social_Class_Across_Time_and_Between_Groups/links/60ca4e4b458515dc17894479/Defining-Social-Class-Across-Time-and-Between-Groups.pdf","https://scholar.google.com/scholar?q=related:NsOeqEeYjVUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"34",60,"LJ Skitka, BE Hanson, ...","Utopian hopes or dystopian fears? Exploring the motivational underpinnings of moralized political engagement",2017,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216678858","https://scholar.google.com/scholar?cites=1544622586348467988&as_sdt=2005&sciodt=0,5&hl=en",34,2023-09-25 13:27:02,NA,"10.1177/0146167216678858",NA,NA,NA,NA,NA,NA,60,10,20,3,6,"People are more likely to become politically engaged (eg, vote, engage in activism) when issues are associated with strong moral convictions. The goal of this research was to …","https://lskitka.people.uic.edu/Utopian.pdf","https://scholar.google.com/scholar?q=related:FHdY-w6abxUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"35",64,"LE Park, DE Ward, ...","It's all about the money (for some): Consequences of financially contingent self-worth",2017,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216689080","https://scholar.google.com/scholar?cites=3605945874330245034&as_sdt=2005&sciodt=0,5&hl=en",35,2023-09-25 13:27:02,NA,"10.1177/0146167216689080",NA,NA,NA,NA,NA,NA,64,10.67,21,3,6,"Financial success is an important goal, yet striving for it is often associated with negative outcomes. One reason for this paradox is that financial pressures may be tied to basing self …","https://selfdeterminationtheory.org/wp-content/uploads/2017/04/2017_Park_etal_PSPB.pdf","https://scholar.google.com/scholar?q=related:qle95qrkCjIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"36",58,"JP Wilson, JD Remedios, ...","Interactive effects of obvious and ambiguous social categories on perceptions of leadership: When double-minority status may be beneficial",2017,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217702373","https://scholar.google.com/scholar?cites=7442808670539411761&as_sdt=2005&sciodt=0,5&hl=en",36,2023-09-25 13:27:02,NA,"10.1177/0146167217702373",NA,NA,NA,NA,NA,NA,58,9.67,19,3,6,"Easily perceived identities (eg, race) may interact with perceptually ambiguous identities (eg, sexual orientation) in meaningful but elusive ways. Here, we investigated how …","https://digitalcommons.montclair.edu/cgi/viewcontent.cgi?article=1289&context=psychology-facpubs","https://scholar.google.com/scholar?q=related:MfGyWg0rSmcJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"37",57,"FD Clavél, CE Cutrona, ...","United and divided by stress: How stressors differentially influence social support in African American couples over time",2017,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217704195","https://scholar.google.com/scholar?cites=17061196291478174608&as_sdt=2005&sciodt=0,5&hl=en",37,2023-09-25 13:27:02,NA,"10.1177/0146167217704195",NA,NA,NA,NA,NA,NA,57,9.5,19,3,6,"The factors that allow people to be good support providers in relationships are not fully understood. We examined how support providers' stressful experiences (financial strain and …",NA,"https://scholar.google.com/scholar?q=related:kLvEDKKLxewJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"38",56,"S Pfattheicher, J Keller, ...","Sadism, the intuitive system, and antisocial punishment in the public goods game",2017,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216684134","https://scholar.google.com/scholar?cites=2428589924851872312&as_sdt=2005&sciodt=0,5&hl=en",38,2023-09-25 13:27:02,NA,"10.1177/0146167216684134",NA,NA,NA,NA,NA,NA,56,9.33,19,3,6,"In public goods situations, a specific destructive behavior emerges when individuals face the possibility of punishing others: antisocial punishment, that is, costly punishing cooperative …","https://www.researchgate.net/profile/Stefan-Pfattheicher-2/publication/313035503_Sadism_the_Intuitive_System_and_Antisocial_Punishment_in_the_Public_Goods_Game/links/5fca2c2992851c00f84cf3ab/Sadism-the-Intuitive-System-and-Antisocial-Punishment-in-the-Public-Goods-Game.pdf","https://scholar.google.com/scholar?q=related:OHLjX6sVtCEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"39",55,"LA Vaughn","Foundational tests of the need-support model: A framework for bridging regulatory focus theory and self-determination theory",2017,"Personality and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216684132","https://scholar.google.com/scholar?cites=10117554405081433372&as_sdt=2005&sciodt=0,5&hl=en",39,2023-09-25 13:27:02,NA,"10.1177/0146167216684132",NA,NA,NA,NA,NA,NA,55,9.17,55,1,6,"This article introduces the need-support model, which proposes that regulatory focus can affect subjective support for the needs proposed by self-determination theory (autonomy …","https://osf.io/eucqr/download","https://scholar.google.com/scholar?q=related:HEWRViDGaIwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"40",55,"DS March, L Gaertner, ...","In harm's way: On preferential response to threatening stimuli",2017,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217722558","https://scholar.google.com/scholar?cites=14604411416216663752&as_sdt=2005&sciodt=0,5&hl=en",40,2023-09-25 13:27:02,NA,"10.1177/0146167217722558",NA,NA,NA,NA,NA,NA,55,9.17,18,3,6,"Given the evolutionary significance of survival, the mind might be particularly sensitive (in terms of strength and speed of reaction) to stimuli that pose an immediate threat to physical …","https://www.researchgate.net/profile/David-March-10/publication/319067693_In_Harm%27s_Way_On_Preferential_Response_to_Threatening_Stimuli/links/5a3c2766458515f7ea52ed51/In-Harms-Way-On-Preferential-Response-to-Threatening-Stimuli.pdf","https://scholar.google.com/scholar?q=related:yPZAOc5KrcoJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"41",54,"CS Johnson, PK Smith, C Wang","Sage on the stage: Women's representation at an academic conference",2017,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216688213","https://scholar.google.com/scholar?cites=16193278170508222104&as_sdt=2005&sciodt=0,5&hl=en",41,2023-09-25 13:27:02,NA,"10.1177/0146167216688213",NA,NA,NA,NA,NA,NA,54,9,18,3,6,"Who presents at conferences matters. Presenting research benefits speakers, and presenters shape the conclusions audiences draw about who can succeed in a field. This is …","https://escholarship.org/content/qt7rp9f1tt/qt7rp9f1tt.pdf","https://scholar.google.com/scholar?q=related:mN46TrMUuuAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"42",54,"E Cooley, BK Payne","Using groups to measure intergroup prejudice",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216675331","https://scholar.google.com/scholar?cites=3588966630629519217&as_sdt=2005&sciodt=0,5&hl=en",42,2023-09-25 13:27:02,NA,"10.1177/0146167216675331",NA,NA,NA,NA,NA,NA,54,9,27,2,6,"Implicit measures of racial attitudes often assess reactions to images of individuals to infer attitudes toward an entire social category. However, an increasing amount of research …",NA,"https://scholar.google.com/scholar?q=related:cS9nqSKSzjEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"43",52,"B Hameiri, A Nadler","Looking backward to move forward: Effects of acknowledgment of victimhood on readiness to compromise for peace in the protracted Israeli–Palestinian conflict",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216689064","https://scholar.google.com/scholar?cites=10882477159036654936&as_sdt=2005&sciodt=0,5&hl=en",43,2023-09-25 13:27:02,NA,"10.1177/0146167216689064",NA,NA,NA,NA,NA,NA,52,8.67,26,2,6,"Two large-scale surveys conducted in Israel (Study 1A) and the Palestinian Authority (Study 1B) show that the belief by group members that people in the “enemy” group acknowledge …","https://www.academia.edu/download/87253144/014616721668906420220609-1-v8pavh.pdf","https://scholar.google.com/scholar?q=related:WJWufFFTBpcJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"44",55,"SC Rudert, AH Hales, R Greifeneder, ...","When silence is not golden: Why acknowledgment matters even when being excluded",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217695554","https://scholar.google.com/scholar?cites=7122864996617812367&as_sdt=2005&sciodt=0,5&hl=en",44,2023-09-25 13:27:02,NA,"10.1177/0146167217695554",NA,NA,NA,NA,NA,NA,55,9.17,14,4,6,"Following ostracism, individuals are highly sensitive to social cues. Here we investigate whether and when minimal acknowledgment can improve need satisfaction following an …","https://edoc.unibas.ch/54799/1/20170119200848_58810ec016836.pdf","https://scholar.google.com/scholar?q=related:j_l30vl_2WIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"45",48,"LG Conway III, K Bongard, V Plaut, ...","Ecological origins of freedom: Pathogens, heat stress, and frontier topography predict more vertical but less horizontal governmental restriction",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217713192","https://scholar.google.com/scholar?cites=16690541549379767597&as_sdt=2005&sciodt=0,5&hl=en",45,2023-09-25 13:27:02,NA,"10.1177/0146167217713192",NA,NA,NA,NA,NA,NA,48,8,12,4,6,"What kinds of physical environments make for free societies? The present research investigates the effect of three different types of ecological stressors (climate stress …","https://www.law.berkeley.edu/wp-content/uploads/2018/01/Conway-et-al-2017.pdf","https://scholar.google.com/scholar?q=related:Lc2t3xu3oOcJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"46",51,"D Renger, S Renger, M Miché, ...","A social recognition approach to autonomy: The role of equality-based respect",2017,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216688212","https://scholar.google.com/scholar?cites=1996330614041802163&as_sdt=2005&sciodt=0,5&hl=en",46,2023-09-25 13:27:02,NA,"10.1177/0146167216688212",NA,NA,NA,NA,NA,NA,51,8.5,13,4,6,"Inspired by philosophical reasoning about the connection between equality and freedom, we examined whether experiences of (equality-based) respect increase perceived …","https://www.researchgate.net/profile/Daniela-Renger-2/publication/313233598_A_Social_Recognition_Approach_to_Autonomy_The_Role_of_Equality-Based_Respect/links/5a7e03beaca272a73765c7e0/A-Social-Recognition-Approach-to-Autonomy-The-Role-of-Equality-Based-Respect.pdf","https://scholar.google.com/scholar?q=related:s_Uy0B1ktBsJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"47",45,"L Uziel, RF Baumeister","The self-control irony: Desire for self-control limits exertion of self-control in demanding settings",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217695555","https://scholar.google.com/scholar?cites=6178199275771038576&as_sdt=2005&sciodt=0,5&hl=en",47,2023-09-25 13:27:02,NA,"10.1177/0146167217695555",NA,NA,NA,NA,NA,NA,45,7.5,23,2,6,"Self-control is a highly adaptive human capacity. Accordingly, development of self-control is widely encouraged. Whereas the benefits of having self-control are well documented, little is …","https://www.academia.edu/download/55869687/Uziel___Baumeister_2017_The_self-control_irony_Desire_for_self-control_limits_exertion_of_self-control_PSPB.pdf","https://scholar.google.com/scholar?q=related:cIvo_4FfvVUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"48",45,"EF Thomas, CE Amiot, WR Louis, ...","Collective self-determination: How the agent of help promotes pride, well-being, and support for intergroup helping",2017,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217695553","https://scholar.google.com/scholar?cites=1990674628975013538&as_sdt=2005&sciodt=0,5&hl=en",48,2023-09-25 13:27:02,NA,"10.1177/0146167217695553",NA,NA,NA,NA,NA,NA,45,7.5,11,4,6,"This research integrates self-determination theory and the social identity approach to investigate the notion of collective (group level) self-determination, and to test how the agent …","https://journals.sagepub.com/doi/pdf/10.1177/0146167217695553","https://scholar.google.com/scholar?q=related:oi5wKwdMoBsJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"49",40,"BC Feeney, M Van Vleet, BK Jakubiak, ...","Predicting the pursuit and support of challenging life opportunities",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217708575","https://scholar.google.com/scholar?cites=15298223277311797037&as_sdt=2005&sciodt=0,5&hl=en",49,2023-09-25 13:27:02,NA,"10.1177/0146167217708575",NA,NA,NA,NA,NA,NA,40,6.67,10,4,6,"Deciding to embrace challenging opportunities may present one life context through which individuals may thrive, and these decisions may be influenced by one's significant …","https://www.researchgate.net/profile/Brooke-Feeney/publication/317422706_Predicting_the_Pursuit_and_Support_of_Challenging_Life_Opportunities/links/59f37803aca272607e29133a/Predicting-the-Pursuit-and-Support-of-Challenging-Life-Opportunities.pdf","https://scholar.google.com/scholar?q=related:LSfIagQ1TtQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"50",44,"PV Zunick, JD Teeny, RH Fazio","Are some attitudes more self-defining than others? Assessing self-related attitude functions and their consequences",2017,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217705121","https://scholar.google.com/scholar?cites=16894399799876118071&as_sdt=2005&sciodt=0,5&hl=en",50,2023-09-25 13:27:02,NA,"10.1177/0146167217705121",NA,NA,NA,NA,NA,NA,44,7.33,15,3,6,"Attitudes serve multiple functions, some related to the self-concept. We call attitudes that help people define who they are “self-defining.” Across four studies, we tested a brief self …",NA,"https://scholar.google.com/scholar?q=related:N-YLjRv3dOoJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
