"","term","doi","page","author","title"
"587","Impairment","uziel-baumeister-2017-the-self-control-irony-desire-for-self-control-limits-exertion-of-self-control-in-demanding.pdf",3,"Liad Uziel and Roy F...","The Self-Control Irony: Desire for Self-..."
"588","Impairment","uziel-baumeister-2017-the-self-control-irony-desire-for-self-control-limits-exertion-of-self-control-in-demanding.pdf",4,"Liad Uziel and Roy F...","The Self-Control Irony: Desire for Self-..."
"589","Impairment","uziel-baumeister-2017-the-self-control-irony-desire-for-self-control-limits-exertion-of-self-control-in-demanding.pdf",10,"Liad Uziel and Roy F...","The Self-Control Irony: Desire for Self-..."
"590","debilit","uziel-baumeister-2017-the-self-control-irony-desire-for-self-control-limits-exertion-of-self-control-in-demanding.pdf",5,"Liad Uziel and Roy F...","The Self-Control Irony: Desire for Self-..."
"591","debilit","uziel-baumeister-2017-the-self-control-irony-desire-for-self-control-limits-exertion-of-self-control-in-demanding.pdf",6,"Liad Uziel and Roy F...","The Self-Control Irony: Desire for Self-..."
"592","accessib","uziel-baumeister-2017-the-self-control-irony-desire-for-self-control-limits-exertion-of-self-control-in-demanding.pdf",12,"Liad Uziel and Roy F...","The Self-Control Irony: Desire for Self-..."
"593","accessib","vail-et-al-2019-natural-but-not-supernatural-literal-immortality-affirmation-attenuates-mortality-salience-effects-on.pdf",2,"Kenneth E. Vail, III...","Natural, But Not Supernatural, Literal I..."
"594","accessib","vail-et-al-2019-natural-but-not-supernatural-literal-immortality-affirmation-attenuates-mortality-salience-effects-on.pdf",3,"Kenneth E. Vail, III...","Natural, But Not Supernatural, Literal I..."
"595","accessib","vail-et-al-2019-natural-but-not-supernatural-literal-immortality-affirmation-attenuates-mortality-salience-effects-on.pdf",6,"Kenneth E. Vail, III...","Natural, But Not Supernatural, Literal I..."
"596","accessib","vail-et-al-2019-natural-but-not-supernatural-literal-immortality-affirmation-attenuates-mortality-salience-effects-on.pdf",11,"Kenneth E. Vail, III...","Natural, But Not Supernatural, Literal I..."
"597","accessib","vail-et-al-2019-natural-but-not-supernatural-literal-immortality-affirmation-attenuates-mortality-salience-effects-on.pdf",14,"Kenneth E. Vail, III...","Natural, But Not Supernatural, Literal I..."
"598","accessib","vail-et-al-2019-natural-but-not-supernatural-literal-immortality-affirmation-attenuates-mortality-salience-effects-on.pdf",15,"Kenneth E. Vail, III...","Natural, But Not Supernatural, Literal I..."
"599","accessib","valenti-libby-2017-considering-roads-taken-and-not-taken-how-psychological-distance-influences-the-framing-of-choice.pdf",6,"Greta Valenti and Li...","Considering Roads Taken and Not Taken: H..."
"600","accessib","valenti-libby-2017-considering-roads-taken-and-not-taken-how-psychological-distance-influences-the-framing-of-choice.pdf",7,"Greta Valenti and Li...","Considering Roads Taken and Not Taken: H..."
"601","accessib","valenti-libby-2017-considering-roads-taken-and-not-taken-how-psychological-distance-influences-the-framing-of-choice.pdf",8,"Greta Valenti and Li...","Considering Roads Taken and Not Taken: H..."
"602","accessib","valenti-libby-2017-considering-roads-taken-and-not-taken-how-psychological-distance-influences-the-framing-of-choice.pdf",11,"Greta Valenti and Li...","Considering Roads Taken and Not Taken: H..."
"603","accessib","valenti-libby-2017-considering-roads-taken-and-not-taken-how-psychological-distance-influences-the-framing-of-choice.pdf",15,"Greta Valenti and Li...","Considering Roads Taken and Not Taken: H..."
"604","accessib","valenti-libby-2017-considering-roads-taken-and-not-taken-how-psychological-distance-influences-the-framing-of-choice.pdf",16,"Greta Valenti and Li...","Considering Roads Taken and Not Taken: H..."
"605","accessib","van-breen-et-al-2018-subliminal-gender-stereotypes-who-can-resist.pdf",10,"Jolien A. van Breen,...","Subliminal Gender Stereotypes: Who Can R..."
"606","incapac","van-der-toorn-et-al-2017-in-defense-of-tradition-religiosity-conservatism-and-opposition-to-same-sex-marriage-in-north.pdf",11,"Jojanneke van der To...","In Defense of Tradition: Religiosity, Co..."
"607","accessib","van-dessel-et-al-2020-illusory-correlation-effects-on-implicit-and-explicit-evaluation.pdf",14,"Pieter Van Dessel, K...","Illusory-Correlation Effects on Implicit..."
"608","accessib","van-tilburg-et-al-2018-adverse-weather-evokes-nostalgia.pdf",9,"Wijnand A. P. van Ti...","Adverse Weather Evokes Nostalgia"
"609","accessib","vargas-salfate-et-al-2018-a-comparison-of-social-dominance-theory-and-system-justification-the-role-of-social-status-in.pdf",4,"Salvador Vargas-Salf...","A Comparison of Social Dominance Theory ..."
"610","\blame","vazquez-et-al-2020-ambivalent-effects-of-positive-contact-between-women-and-men-on-collective-actions-for-women-s-rights.pdf",15,"Alexandra Vázquez, L...","Ambivalent Effects of Positive Contact B..."
"611","disab","veit-et-al-2021-the-big-two-in-hiring-discrimination-evidence-from-a-cross-national-field-experiment.pdf",4,"Susanne Veit, Hannah...","The Big Two in Hiring Discrimination: ..."
"612","maim","vishkin-et-al-2020-religiosity-and-desired-emotions-belief-maintenance-or-prosocial-facilitation.pdf",2,"Allon Vishkin, Shalo...","Religiosity and Desired Emotions: Belief..."
"613","accessib","vorauer-quesnel-2016-salient-multiculturalism-enhances-minority-group-members-feelings-of-power.pdf",5,"Jacquie D. Vorauer a...","Salient Multiculturalism Enhances Minori..."
"614","accessib","wallace-et-al-2019-perceived-knowledge-moderates-the-relation-between-subjective-ambivalence-and-the-impact-of.pdf",12,"Laura E. Wallace, Ka...","Perceived Knowledge Moderates the Relati..."
"615","disfigur","wang-ackerman-2018-the-infectiousness-of-crowds-crowding-experiences-are-amplified-by-pathogen-threats.pdf",2,"Iris M. Wang and Jos...","The Infectiousness of Crowds: Crowding E..."
"616","disfigur","wang-ackerman-2018-the-infectiousness-of-crowds-crowding-experiences-are-amplified-by-pathogen-threats.pdf",12,"Iris M. Wang and Jos...","The Infectiousness of Crowds: Crowding E..."
"617","accessib","wang-ackerman-2018-the-infectiousness-of-crowds-crowding-experiences-are-amplified-by-pathogen-threats.pdf",2,"Iris M. Wang and Jos...","The Infectiousness of Crowds: Crowding E..."
"618","accessib","wang-et-al-2018-the-cultural-boundaries-of-perspective-taking-when-and-why-perspective-taking-reduces-stereotyping.pdf",14,"Cynthia S. Wang, Mar...","The Cultural Boundaries of Perspective-T..."
"619","accessib","wang-et-al-2021-loudness-perceptions-influence-feelings-of-interpersonal-closeness-and-protect-against-detrimental.pdf",3,"Deming Wang, Ignazio...","Loudness Perceptions Influence Feelings ..."
"620","accessib","wang-et-al-2021-loudness-perceptions-influence-feelings-of-interpersonal-closeness-and-protect-against-detrimental.pdf",5,"Deming Wang, Ignazio...","Loudness Perceptions Influence Feelings ..."
"621","Defect","wang-xie-2020-halfway-to-my-request-is-not-halfway-to-my-heart-underestimating-appreciation-for-partial-help.pdf",8,"Yilu Wang and Xiaofe...","Halfway to My Request Is Not Halfway to ..."
"622","Syndrome","ward-king-2018-gender-differences-in-emotion-explain-women-s-lower-immoral-intentions-and-harsher-moral-condemnation.pdf",16,"Sarah J. Ward and La...","Gender Differences in Emotion Explain Wo..."
"623","Defect","weiner-federico-2017-authoritarianism-institutional-confidence-and-willingness-to-engage-in-collective-action-a.pdf",12,"Elliot Weiner and Ch...","Authoritarianism, Institutional Confiden..."
"624","accessib","weiss-et-al-2018-two-faced-morality-distrust-promotes-divergent-moral-standards-for-the-self-versus-others.pdf",7,"Alexa Weiss, Pascal ...","Two-Faced Morality: Distrust Promotes Di..."
"625","accessib","weiss-et-al-2018-two-faced-morality-distrust-promotes-divergent-moral-standards-for-the-self-versus-others.pdf",12,"Alexa Weiss, Pascal ...","Two-Faced Morality: Distrust Promotes Di..."
"626","Defect","weiss-et-al-2018-two-faced-morality-distrust-promotes-divergent-moral-standards-for-the-self-versus-others.pdf",9,"Alexa Weiss, Pascal ...","Two-Faced Morality: Distrust Promotes Di..."
"627","accessib","wenzel-et-al-2017-the-mandate-of-the-collective-apology-representativeness-determines-perceived-sincerity-and.pdf",9,"Michael Wenzel, Tyle...","The Mandate of the Collective: Apology R..."
"628","accessib","wenzel-et-al-2017-the-mandate-of-the-collective-apology-representativeness-determines-perceived-sincerity-and.pdf",11,"Michael Wenzel, Tyle...","The Mandate of the Collective: Apology R..."
"629","Impairment","west-2019-testing-hypersensitive-responses-ethnic-minorities-are-not-more-sensitive-to-microaggressions-they-just.pdf",8,"Keon West","Testing Hypersensitive Responses: Ethnic..."
"630","Dysfunction","whillans-et-al-2017-from-misperception-to-social-connection-correlates-and-consequences-of-overestimating-others-social.pdf",15,"Ashley V. Whillans, ...","From Misperception to Social Connection:..."
"631","deficien","whillans-et-al-2017-from-misperception-to-social-connection-correlates-and-consequences-of-overestimating-others-social.pdf",2,"Ashley V. Whillans, ...","From Misperception to Social Connection:..."
"632","disab","white-schaller-2018-are-children-perceived-to-be-morally-exceptional-different-sets-of-psychological-variables-predict.pdf",2,"Cindel J. M. White a...","Are Children Perceived to Be Morally Exc..."
"633","incapac","white-schaller-2018-are-children-perceived-to-be-morally-exceptional-different-sets-of-psychological-variables-predict.pdf",15,"Cindel J. M. White a...","Are Children Perceived to Be Morally Exc..."
"634","Defect","wice-davidai-2020-benevolent-conformity-the-influence-of-perceived-motives-on-judgments-of-conformity.pdf",12,"Matthew Wice and Sha...","Benevolent Conformity: The Influence of ..."
"635","Dysfunction","williamson-o-hara-2017-who-gets-social-support-who-gives-it-and-how-it-s-related-to-recipient-s-mood.pdf",18,"J. Austin Williamson...","Who Gets Social Support, Who Gives It, a..."
"636","Chronic illness","williamson-o-hara-2017-who-gets-social-support-who-gives-it-and-how-it-s-related-to-recipient-s-mood.pdf",22,"J. Austin Williamson...","Who Gets Social Support, Who Gives It, a..."
"637","accessib","williamson-wilkowski-2019-nipping-temptation-in-the-bud-examining-strategic-self-control-in-daily-life.pdf",14,"Laverl Z. Williamson...","Nipping Temptation in the Bud: Examining..."
"638","Syndrome","winter-leclerc-2019-developing-a-measure-of-generative-historical-consciousness-from-political-leaders-speeches.pdf",3,"David G. Winter and ...","Developing a Measure of Generative Histo..."
"639","Syndrome","winter-leclerc-2019-developing-a-measure-of-generative-historical-consciousness-from-political-leaders-speeches.pdf",4,"David G. Winter and ...","Developing a Measure of Generative Histo..."
"640","Syndrome","winter-leclerc-2019-developing-a-measure-of-generative-historical-consciousness-from-political-leaders-speeches.pdf",6,"David G. Winter and ...","Developing a Measure of Generative Histo..."
"641","accessib","wisneski-skitka-2016-moralization-through-moral-shock-exploring-emotional-antecedents-to-moral-conviction.pdf",9,"Daniel C. Wisneski a...","Moralization Through Moral Shock"
"642","accessib","xu-et-al-2020-individual-differences-in-attitude-consistency-over-time-the-personal-attitude-stability-scale.pdf",1,"Mengran Xu, Pablo Br...","Individual Differences in Attitude Consi..."
"643","accessib","xu-et-al-2020-individual-differences-in-attitude-consistency-over-time-the-personal-attitude-stability-scale.pdf",6,"Mengran Xu, Pablo Br...","Individual Differences in Attitude Consi..."
"644","accessib","xu-et-al-2020-individual-differences-in-attitude-consistency-over-time-the-personal-attitude-stability-scale.pdf",10,"Mengran Xu, Pablo Br...","Individual Differences in Attitude Consi..."
"645","disab","xu-shrout-2018-accuracy-and-bias-in-perception-of-distress-level-and-distress-change-among-same-sex-college-student.pdf",11,"Qi Xu and Patrick E....","Accuracy and Bias in Perception of Distr..."
"646","accessib","xu-shrout-2018-accuracy-and-bias-in-perception-of-distress-level-and-distress-change-among-same-sex-college-student.pdf",5,"Qi Xu and Patrick E....","Accuracy and Bias in Perception of Distr..."
"647","accessib","yantis-bonam-2020-inconceivable-middle-class-black-space-the-architecture-and-consequences-of-space-focused-stereotype.pdf",6,"Caitlyn Yantis and C...","Inconceivable Middle-Class Black Space: ..."
"648","Defect","yao-chao-2018-when-forgiveness-signals-power-effects-of-forgiveness-expression-and-forgiver-gender.pdf",6,"Donna Jingdan Yao an...","When Forgiveness Signals Power: Effects ..."
"649","Defect","yao-chao-2018-when-forgiveness-signals-power-effects-of-forgiveness-expression-and-forgiver-gender.pdf",7,"Donna Jingdan Yao an...","When Forgiveness Signals Power: Effects ..."
"650","Dysfunction","yu-et-al-2019-on-ladders-and-pyramids-hierarchy-s-shape-determines-relationships-and-performance-in-groups.pdf",2,"Siyu Yu, Lindred L. ...","On Ladders and Pyramids: Hierarchys Sha..."
"651","Dysfunction","yu-et-al-2019-on-ladders-and-pyramids-hierarchy-s-shape-determines-relationships-and-performance-in-groups.pdf",3,"Siyu Yu, Lindred L. ...","On Ladders and Pyramids: Hierarchys Sha..."
"652","Dysfunction","yu-et-al-2019-on-ladders-and-pyramids-hierarchy-s-shape-determines-relationships-and-performance-in-groups.pdf",16,"Siyu Yu, Lindred L. ...","On Ladders and Pyramids: Hierarchys Sha..."
"653","Dysfunction","zedelius-et-al-2020-lay-theories-of-the-wandering-mind-control-related-beliefs-predict-mind-wandering-rates-in-and.pdf",1,"Claire M. Zedelius, ...","Lay Theories of the Wandering Mind: Cont..."
"654","Dysfunction","zedelius-et-al-2020-lay-theories-of-the-wandering-mind-control-related-beliefs-predict-mind-wandering-rates-in-and.pdf",4,"Claire M. Zedelius, ...","Lay Theories of the Wandering Mind: Cont..."
"655","Dysfunction","zedelius-et-al-2020-lay-theories-of-the-wandering-mind-control-related-beliefs-predict-mind-wandering-rates-in-and.pdf",5,"Claire M. Zedelius, ...","Lay Theories of the Wandering Mind: Cont..."
"656","Dysfunction","zedelius-et-al-2020-lay-theories-of-the-wandering-mind-control-related-beliefs-predict-mind-wandering-rates-in-and.pdf",12,"Claire M. Zedelius, ...","Lay Theories of the Wandering Mind: Cont..."
"657","accessib","zhang-alicke-2020-my-true-self-is-better-than-yours-comparative-bias-in-true-self-judgments.pdf",16,"Yiyue Zhang and Mark...","My True Self is Better Than Yours: Compa..."
"658","disab","zhang-et-al-2018-how-do-people-judge-meaning-in-goal-directed-behaviors-the-interplay-between-self-concordance-and.pdf",17,"Hong Zhang, Kaiyuan ...","How Do People Judge Meaning in Goal-Dire..."
"659","accessib","zhang-et-al-2018-how-do-people-judge-meaning-in-goal-directed-behaviors-the-interplay-between-self-concordance-and.pdf",3,"Hong Zhang, Kaiyuan ...","How Do People Judge Meaning in Goal-Dire..."
"660","accessib","zhang-et-al-2018-how-do-people-judge-meaning-in-goal-directed-behaviors-the-interplay-between-self-concordance-and.pdf",18,"Hong Zhang, Kaiyuan ...","How Do People Judge Meaning in Goal-Dire..."
"661","Impairment","zhang-et-al-2019-a-compassionate-self-is-a-true-self-self-compassion-promotes-subjective-authenticity.pdf",13,"Jia Wei Zhang, Seren...","A Compassionate Self Is a True Self? Sel..."
"662","Handicap","zhang-north-2020-what-goes-down-when-advice-goes-up-younger-advisers-underestimate-their-impact.pdf",14,"Ting Zhang and Micha...","What Goes Down When Advice Goes Up: Youn..."
"663","Handicap","zhang-north-2020-what-goes-down-when-advice-goes-up-younger-advisers-underestimate-their-impact.pdf",15,"Ting Zhang and Micha...","What Goes Down When Advice Goes Up: Youn..."
"664","accessib","zhou-et-al-2019-conflating-temporal-advancement-and-epistemic-advancement-the-progression-bias-in-judgment-and-decision.pdf",6,"Haotian Zhou, Xilin ...","Conflating Temporal Advancement and Epis..."
"665","accessib","zhou-et-al-2019-conflating-temporal-advancement-and-epistemic-advancement-the-progression-bias-in-judgment-and-decision.pdf",8,"Haotian Zhou, Xilin ...","Conflating Temporal Advancement and Epis..."
"666","deficien","zhou-et-al-2019-conflating-temporal-advancement-and-epistemic-advancement-the-progression-bias-in-judgment-and-decision.pdf",4,"Haotian Zhou, Xilin ...","Conflating Temporal Advancement and Epis..."
"667","afflict","zhou-et-al-2019-conflating-temporal-advancement-and-epistemic-advancement-the-progression-bias-in-judgment-and-decision.pdf",7,"Haotian Zhou, Xilin ...","Conflating Temporal Advancement and Epis..."
"668","afflict","zhou-et-al-2019-conflating-temporal-advancement-and-epistemic-advancement-the-progression-bias-in-judgment-and-decision.pdf",12,"Haotian Zhou, Xilin ...","Conflating Temporal Advancement and Epis..."
"669","Dysfunction","zou-et-al-2018-nostalgia-increases-financial-risk-taking.pdf",9,"Xi Zou, Margaret Lee...","Nostalgia Increases Financial Risk Takin..."
"670","accessib","zou-et-al-2018-nostalgia-increases-financial-risk-taking.pdf",8,"Xi Zou, Margaret Lee...","Nostalgia Increases Financial Risk Takin..."
"671","accessib","zou-et-al-2018-nostalgia-increases-financial-risk-taking.pdf",11,"Xi Zou, Margaret Lee...","Nostalgia Increases Financial Risk Takin..."
"672","Dysfunction","zuckerman-et-al-2018-religion-as-an-exchange-system-the-interchangeability-of-god-and-government-in-a-provider-role.pdf",12,"Miron Zuckerman, Che...","Religion as an Exchange System: The Inte..."
